depa_nombre,muni_nombre,codigo_habilitacion,numero_sede,sede_nombre,nits_nit,clase_persona,naju_codigo,naju_nombre,clpr_codigo,clpr_nombre,nivel,caracter,habilitado,grse_codigo,grse_nombre,serv_codigo,serv_nombre,ambulatorio,hospitalario,unidad_movil,domiciliario,otras_extramural,centro_referencia,institucion_remisora,complejidad_baja,complejidad_media,complejidad_alta,fecha_apertura,numero_sede_principal,nombre,modalidad_intramural,modalidad_extramural,modalidad_unidad_movil,modalidad_domiciliario,modalidad_jornada_salud,modalidad_telemedicina,modalidad_prestador_referencia,modalidad_prestador_referencia_telemedicina_interactiva,modalidad_prestador_referencia_telemedicina_no_interactiva,modalidad_prestador_referencia_tele_experticia,modalidad_prestador_referencia_tele_monitoreo,modalidad_prestador_remisor,modalidad_prestador_remisor_tele_experticia,modalidad_prestador_remisor_tele_monitoreo,complejidades
Nariño,TUMACO,5283502275,1,UNIDAD PEDIATRICA DEL SUR,900812261,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,3,Consulta Externa,329,MEDICINA INTERNA,SI,NO,NO,NO,NO,NO,NO,NO,SI,NO,20190304,1,Unidad Pediatrica Del Sur,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,MEDIANA
Nariño,TUMACO,5283502275,1,UNIDAD PEDIATRICA DEL SUR,900812261,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,3,Consulta Externa,333,NUTRICIÓN Y DIETÉTICA,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,20230328,1,Unidad Pediatrica Del Sur,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,BAJA
Nariño,TUMACO,5283502275,1,UNIDAD PEDIATRICA DEL SUR,900812261,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,3,Consulta Externa,345,PSIQUIATRÍA,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,20230328,1,Unidad Pediatrica Del Sur,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,MEDIANA
Nariño,TUMACO,5283502275,1,UNIDAD PEDIATRICA DEL SUR,900812261,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,1,Internación,134,HOSPITALIZACIÓN PACIENTE CRÓNICO SIN VENTILADOR,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,20230328,1,Unidad Pediatrica Del Sur,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,MEDIANA
Nariño,TUMACO,5283502275,1,UNIDAD PEDIATRICA DEL SUR,900812261,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,1,Internación,133,HOSPITALIZACIÓN PACIENTE CRÓNICO CON VENTILADOR,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,20230328,1,Unidad Pediatrica Del Sur,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,MEDIANA
Nariño,TUMACO,5283502689,1,IPS CUIDEMOS TU SALUD S.A.S,901133472,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,7,Apoyo Diagnóstico y Complementación Terapéutica,712,TOMA DE MUESTRAS DE LABORATORIO CLÍNICO,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,20220921,1,IPS CUIDEMOS TU SALUD S.A.S,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SIN COMPLEJIDAD
Nariño,TUMACO,5283502689,1,IPS CUIDEMOS TU SALUD S.A.S,901133472,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,3,Consulta Externa,312,ENFERMERÍA,SI,NO,NO,NO,NO,NO,NO,SI,NO,NO,20180821,1,IPS CUIDEMOS TU SALUD S.A.S,SI,SI,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,BAJA
Nariño,TUMACO,5283502689,1,IPS CUIDEMOS TU SALUD S.A.S,901133472,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,3,Consulta Externa,328,MEDICINA GENERAL,SI,NO,NO,NO,NO,NO,NO,SI,NO,NO,20180821,1,IPS CUIDEMOS TU SALUD S.A.S,SI,SI,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,BAJA
Nariño,TUMACO,5283502689,1,IPS CUIDEMOS TU SALUD S.A.S,901133472,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,3,Consulta Externa,333,NUTRICIÓN Y DIETÉTICA,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,20180821,1,IPS CUIDEMOS TU SALUD S.A.S,SI,SI,NO,SI,NO,SI,NO,NO,NO,NO,NO,SI,NO,SI,BAJA
Nariño,TUMACO,5283502689,1,IPS CUIDEMOS TU SALUD S.A.S,901133472,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,3,Consulta Externa,344,PSICOLOGÍA,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,20220921,1,IPS CUIDEMOS TU SALUD S.A.S,SI,SI,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,BAJA
Nariño,TUMACO,5283503052,1,Dolis Athala Mosquera Del Castillo,59686809,NATURAL,1,Privada,2,Profesional Independiente,ND,ND,SI,3,Consulta Externa,308,DERMATOLOGÍA,SI,NO,NO,SI,NO,NO,NO,NO,SI,NO,20200228,1,Dolis Athala Mosquera Del Castillo,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,MEDIANA
Nariño,TUMACO,5283503071,1,FANNY SALUD SAS ZOMAC,901368239,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,7,Apoyo Diagnóstico y Complementación Terapéutica,712,TOMA DE MUESTRAS DE LABORATORIO CLÍNICO,NO,NO,NO,SI,NO,NO,NO,SI,NO,NO,20210907,1,FANNY SALUD SAS ZOMAC,NO,SI,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SIN COMPLEJIDAD
Nariño,TUMACO,5283503071,1,FANNY SALUD SAS ZOMAC,901368239,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,3,Consulta Externa,356,OTRAS CONSULTAS DE ESPECIALIDAD,SI,NO,NO,SI,NO,NO,NO,NO,SI,NO,20210907,1,FANNY SALUD SAS ZOMAC,SI,SI,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,MEDIANA
Nariño,TUMACO,5283503071,1,FANNY SALUD SAS ZOMAC,901368239,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,3,Consulta Externa,344,PSICOLOGÍA,SI,NO,NO,NO,NO,NO,NO,SI,NO,NO,20210907,1,FANNY SALUD SAS ZOMAC,SI,SI,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,BAJA
Nariño,TUMACO,5283503071,1,FANNY SALUD SAS ZOMAC,901368239,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,3,Consulta Externa,328,MEDICINA GENERAL,SI,NO,NO,SI,NO,SI,NO,SI,NO,NO,20210907,1,FANNY SALUD SAS ZOMAC,SI,SI,NO,SI,NO,SI,SI,NO,NO,NO,NO,NO,NO,NO,BAJA
Nariño,TUMACO,5283503071,1,FANNY SALUD SAS ZOMAC,901368239,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,3,Consulta Externa,312,ENFERMERÍA,SI,NO,NO,SI,NO,SI,NO,SI,NO,NO,20210907,1,FANNY SALUD SAS ZOMAC,SI,SI,NO,SI,NO,SI,SI,NO,NO,NO,NO,NO,NO,NO,BAJA
Nariño,TUMACO,5283503154,1,Danna Lisette Rosero Gonzalez,1144144830,NATURAL,1,Privada,2,Profesional Independiente,ND,ND,SI,3,Consulta Externa,328,MEDICINA GENERAL,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,20210630,1,Danna Lisette Rosero Gonzalez,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,BAJA
Nariño,TUMACO,5283503207,1,diana carolina mejia leon,1111798784,NATURAL,1,Privada,2,Profesional Independiente,ND,ND,SI,7,Apoyo Diagnóstico y Complementación Terapéutica,739,FISIOTERAPIA,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,20210416,1,diana carolina mejia leon,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SIN COMPLEJIDAD
Nariño,TUMACO,5283503245,1,HUGO ALEXANDER CABRERA RIASCOS,4616220,NATURAL,1,Privada,2,Profesional Independiente,ND,ND,SI,3,Consulta Externa,328,MEDICINA GENERAL,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,20210612,1,HUGO ALEXANDER CABRERA RIASCOS,SI,SI,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,BAJA
Nariño,TUMACO,5283503269,1,MARIA DEL CARMEN SANTANA BARONA,34605190,NATURAL,1,Privada,2,Profesional Independiente,ND,ND,SI,3,Consulta Externa,328,MEDICINA GENERAL,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,20210809,1,MARIA DEL CARMEN SANTANA BARONA,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,BAJA
Nariño,TUMACO,5283503318,1,Centro de Rehabilitacion y Terapias Integrales para el Bienestar del Ser Humano,901463312,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,7,Apoyo Diagnóstico y Complementación Terapéutica,728,TERAPIA OCUPACIONAL,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,20211203,1,centro de rehabilitacion y terapias integrales para el bienestar del ser humano,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SIN COMPLEJIDAD
Nariño,TUMACO,5283503318,1,Centro de Rehabilitacion y Terapias Integrales para el Bienestar del Ser Humano,901463312,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,7,Apoyo Diagnóstico y Complementación Terapéutica,729,TERAPIA RESPIRATORIA,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,20211203,1,centro de rehabilitacion y terapias integrales para el bienestar del ser humano,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SIN COMPLEJIDAD
Nariño,TUMACO,5283503318,1,Centro de Rehabilitacion y Terapias Integrales para el Bienestar del Ser Humano,901463312,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,7,Apoyo Diagnóstico y Complementación Terapéutica,740,FONOAUDIOLOGÍA Y/O TERAPIA DEL LENGUAJE,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,20211203,1,centro de rehabilitacion y terapias integrales para el bienestar del ser humano,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SIN COMPLEJIDAD
Nariño,TUMACO,5283503318,1,Centro de Rehabilitacion y Terapias Integrales para el Bienestar del Ser Humano,901463312,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,7,Apoyo Diagnóstico y Complementación Terapéutica,745,IMÁGENES DIAGNOSTICAS - NO IONIZANTES,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,20221129,1,centro de rehabilitacion y terapias integrales para el bienestar del ser humano,SI,SI,NO,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,MEDIANA
Nariño,TUMACO,5283503318,1,Centro de Rehabilitacion y Terapias Integrales para el Bienestar del Ser Humano,901463312,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,7,Apoyo Diagnóstico y Complementación Terapéutica,739,FISIOTERAPIA,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,20211116,1,centro de rehabilitacion y terapias integrales para el bienestar del ser humano,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SIN COMPLEJIDAD
Nariño,TUMACO,5283503318,1,Centro de Rehabilitacion y Terapias Integrales para el Bienestar del Ser Humano,901463312,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,3,Consulta Externa,345,PSIQUIATRÍA,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,20220222,1,centro de rehabilitacion y terapias integrales para el bienestar del ser humano,SI,NO,NO,SI,NO,SI,SI,NO,SI,NO,NO,NO,NO,NO,MEDIANA
Nariño,TUMACO,5283503318,1,Centro de Rehabilitacion y Terapias Integrales para el Bienestar del Ser Humano,901463312,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,3,Consulta Externa,388,NEUROPEDIATRÍA,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,20220222,1,centro de rehabilitacion y terapias integrales para el bienestar del ser humano,SI,NO,NO,SI,NO,SI,SI,NO,SI,NO,NO,NO,NO,NO,MEDIANA
Nariño,TUMACO,5283503318,1,Centro de Rehabilitacion y Terapias Integrales para el Bienestar del Ser Humano,901463312,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,3,Consulta Externa,348,REUMATOLOGÍA,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,20220222,1,centro de rehabilitacion y terapias integrales para el bienestar del ser humano,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,MEDIANA
Nariño,TUMACO,5283503318,1,Centro de Rehabilitacion y Terapias Integrales para el Bienestar del Ser Humano,901463312,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,3,Consulta Externa,327,MEDICINA FÍSICA Y REHABILITACIÓN,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,20220222,1,centro de rehabilitacion y terapias integrales para el bienestar del ser humano,SI,NO,NO,SI,NO,SI,SI,NO,SI,NO,NO,NO,NO,NO,MEDIANA
Nariño,TUMACO,5283503318,1,Centro de Rehabilitacion y Terapias Integrales para el Bienestar del Ser Humano,901463312,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,3,Consulta Externa,329,MEDICINA INTERNA,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,20220222,1,centro de rehabilitacion y terapias integrales para el bienestar del ser humano,SI,NO,NO,SI,NO,SI,SI,NO,SI,NO,NO,NO,NO,NO,MEDIANA
Nariño,TUMACO,5283503318,1,Centro de Rehabilitacion y Terapias Integrales para el Bienestar del Ser Humano,901463312,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,3,Consulta Externa,331,NEUMOLOGÍA,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,20220222,1,centro de rehabilitacion y terapias integrales para el bienestar del ser humano,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,MEDIANA
Nariño,TUMACO,5283503318,1,Centro de Rehabilitacion y Terapias Integrales para el Bienestar del Ser Humano,901463312,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,3,Consulta Externa,332,NEUROLOGÍA,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,20220222,1,centro de rehabilitacion y terapias integrales para el bienestar del ser humano,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,MEDIANA
Nariño,TUMACO,5283503318,1,Centro de Rehabilitacion y Terapias Integrales para el Bienestar del Ser Humano,901463312,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,3,Consulta Externa,337,OPTOMETRÍA,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,20220222,1,centro de rehabilitacion y terapias integrales para el bienestar del ser humano,SI,NO,NO,SI,NO,SI,SI,NO,SI,NO,NO,NO,NO,NO,BAJA
Nariño,TUMACO,5283503318,1,Centro de Rehabilitacion y Terapias Integrales para el Bienestar del Ser Humano,901463312,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,3,Consulta Externa,339,ORTOPEDIA Y/O TRAUMATOLOGÍA,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,20220222,1,centro de rehabilitacion y terapias integrales para el bienestar del ser humano,SI,NO,NO,SI,NO,SI,SI,NO,SI,NO,NO,NO,NO,NO,MEDIANA
Nariño,TUMACO,5283503318,1,Centro de Rehabilitacion y Terapias Integrales para el Bienestar del Ser Humano,901463312,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,3,Consulta Externa,344,PSICOLOGÍA,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,20211203,1,centro de rehabilitacion y terapias integrales para el bienestar del ser humano,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,BAJA
Nariño,TUMACO,5283503318,1,Centro de Rehabilitacion y Terapias Integrales para el Bienestar del Ser Humano,901463312,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,3,Consulta Externa,312,ENFERMERÍA,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,20211203,1,centro de rehabilitacion y terapias integrales para el bienestar del ser humano,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,BAJA
Nariño,TUMACO,5283503318,1,Centro de Rehabilitacion y Terapias Integrales para el Bienestar del Ser Humano,901463312,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,3,Consulta Externa,342,PEDIATRÍA,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,20220222,1,centro de rehabilitacion y terapias integrales para el bienestar del ser humano,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,MEDIANA
Nariño,TUMACO,5283503318,1,Centro de Rehabilitacion y Terapias Integrales para el Bienestar del Ser Humano,901463312,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,3,Consulta Externa,328,MEDICINA GENERAL,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,20211116,1,centro de rehabilitacion y terapias integrales para el bienestar del ser humano,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,BAJA
Nariño,TUMACO,5283503521,1,CENTRO MEDICO TUMACO,901234242,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,7,Apoyo Diagnóstico y Complementación Terapéutica,712,TOMA DE MUESTRAS DE LABORATORIO CLÍNICO,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,20230222,1,UNECO SAS ZOMAC,SI,SI,NO,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,SIN COMPLEJIDAD
Nariño,TUMACO,5283503521,1,CENTRO MEDICO TUMACO,901234242,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,7,Apoyo Diagnóstico y Complementación Terapéutica,739,FISIOTERAPIA,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,20230413,1,UNECO SAS ZOMAC,SI,SI,NO,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,SIN COMPLEJIDAD
Nariño,TUMACO,5283503521,1,CENTRO MEDICO TUMACO,901234242,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,3,Consulta Externa,328,MEDICINA GENERAL,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,20230222,1,UNECO SAS ZOMAC,SI,SI,NO,SI,SI,SI,SI,SI,NO,NO,NO,NO,NO,NO,BAJA
Nariño,TUMACO,5283503521,1,CENTRO MEDICO TUMACO,901234242,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,3,Consulta Externa,312,ENFERMERÍA,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,20230322,1,UNECO SAS ZOMAC,SI,SI,NO,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,BAJA
Nariño,TUMACO,5283503521,1,CENTRO MEDICO TUMACO,901234242,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,3,Consulta Externa,302,CARDIOLOGÍA,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,20230413,1,UNECO SAS ZOMAC,SI,SI,NO,SI,SI,SI,SI,SI,NO,NO,NO,NO,NO,NO,MEDIANA
Nariño,TÚQUERRES,5283800483,3,IPS INDIGENA JULIAN CARLOSAMA SEDE 2 ESPECIALIDADES Y REHABILITACION,814005760,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,INDIGENA,SI,7,Apoyo Diagnóstico y Complementación Terapéutica,740,FONOAUDIOLOGÍA Y/O TERAPIA DEL LENGUAJE,SI,NO,NO,SI,NO,NO,NO,SI,NO,NO,20191216,1,IPS INDIGENA JULIAN CARLOSAMA,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SIN COMPLEJIDAD
Nariño,TÚQUERRES,5283800483,3,IPS INDIGENA JULIAN CARLOSAMA SEDE 2 ESPECIALIDADES Y REHABILITACION,814005760,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,INDIGENA,SI,7,Apoyo Diagnóstico y Complementación Terapéutica,728,TERAPIA OCUPACIONAL,SI,NO,NO,SI,NO,NO,NO,SI,NO,NO,20191216,1,IPS INDIGENA JULIAN CARLOSAMA,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SIN COMPLEJIDAD
Nariño,TÚQUERRES,5283800483,3,IPS INDIGENA JULIAN CARLOSAMA SEDE 2 ESPECIALIDADES Y REHABILITACION,814005760,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,INDIGENA,SI,7,Apoyo Diagnóstico y Complementación Terapéutica,739,FISIOTERAPIA,SI,NO,NO,SI,NO,NO,NO,SI,NO,NO,20191216,1,IPS INDIGENA JULIAN CARLOSAMA,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SIN COMPLEJIDAD
Nariño,TÚQUERRES,5283800483,3,IPS INDIGENA JULIAN CARLOSAMA SEDE 2 ESPECIALIDADES Y REHABILITACION,814005760,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,INDIGENA,SI,7,Apoyo Diagnóstico y Complementación Terapéutica,729,TERAPIA RESPIRATORIA,SI,NO,NO,SI,NO,NO,NO,SI,NO,NO,20191216,1,IPS INDIGENA JULIAN CARLOSAMA,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SIN COMPLEJIDAD
Nariño,TÚQUERRES,5283800483,1,IPS INDIGENA JULIAN CARLOSAMA,814005760,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,INDIGENA,SI,3,Consulta Externa,328,MEDICINA GENERAL,SI,NO,SI,SI,NO,NO,NO,SI,NO,NO,20061115,1,IPS INDIGENA JULIAN CARLOSAMA,SI,NO,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,BAJA
Nariño,TÚQUERRES,5283800483,1,IPS INDIGENA JULIAN CARLOSAMA,814005760,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,INDIGENA,SI,3,Consulta Externa,312,ENFERMERÍA,SI,NO,NO,SI,NO,NO,NO,SI,NO,NO,20061115,1,IPS INDIGENA JULIAN CARLOSAMA,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,BAJA
Nariño,TÚQUERRES,5283800483,2,IPS INDIGENA JULIAN CARLOSAMA SEDE 1 PYP,814005760,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,INDIGENA,SI,3,Consulta Externa,420,VACUNACIÓN,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,20191216,1,IPS INDIGENA JULIAN CARLOSAMA,SI,SI,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,BAJA
Nariño,TÚQUERRES,5283800483,2,IPS INDIGENA JULIAN CARLOSAMA SEDE 1 PYP,814005760,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,INDIGENA,SI,3,Consulta Externa,344,PSICOLOGÍA,SI,NO,NO,SI,NO,NO,NO,SI,NO,NO,20191216,1,IPS INDIGENA JULIAN CARLOSAMA,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,BAJA
Nariño,IPIALES,5235601302,2,LABORATORIO CLINICO ESPECIALIZADO MUESTRA MED,27396736,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,7,Apoyo Diagnóstico y Complementación Terapéutica,706,LABORATORIO CLÍNICO,SI,NO,SI,NO,NO,NO,NO,NO,SI,NO,20080606,1,LABORATORIO CLINICO ESPECIALIZADO MUESTRAMED,SI,NO,NO,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,SIN COMPLEJIDAD
Nariño,TÚQUERRES,5283801782,1,IPS FISIOSALUD,900369494,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,7,Apoyo Diagnóstico y Complementación Terapéutica,740,FONOAUDIOLOGÍA Y/O TERAPIA DEL LENGUAJE,SI,NO,NO,SI,NO,NO,NO,SI,NO,NO,20100719,1,IPS FISIOSALUD,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SIN COMPLEJIDAD
Nariño,TÚQUERRES,5283801782,1,IPS FISIOSALUD,900369494,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,7,Apoyo Diagnóstico y Complementación Terapéutica,739,FISIOTERAPIA,SI,NO,NO,SI,NO,NO,NO,SI,NO,NO,20100719,1,IPS FISIOSALUD,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SIN COMPLEJIDAD
Nariño,TÚQUERRES,5283801782,1,IPS FISIOSALUD,900369494,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,7,Apoyo Diagnóstico y Complementación Terapéutica,729,TERAPIA RESPIRATORIA,SI,NO,NO,SI,NO,NO,NO,SI,NO,NO,20100719,1,IPS FISIOSALUD,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SIN COMPLEJIDAD
Nariño,TÚQUERRES,5283801782,1,IPS FISIOSALUD,900369494,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,ND,ND,SI,7,Apoyo Diagnóstico y Complementación Terapéutica,728,TERAPIA OCUPACIONAL,SI,NO,NO,SI,NO,NO,NO,SI,NO,NO,20100719,1,IPS FISIOSALUD,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SIN COMPLEJIDAD
