departamento,municipio,codigo_prestador,nombre_prestador,codigo_habilitacion,numero_sede,nombre,tipo_zona,direccion,barrio,cepo_codigo,centro_poblado,fecha_apertura,nits_nit,clase_persona,naju_codigo,naturaleza,clpr_codigo,clase_prestador,nivel,caracter,sede_principal,habilitado,numero_sede_principal,Municipio PDET,Municipio PNSR,Municipio ZOMAC
Nariño,GUACHUCAL,5231700660,HOSPITAL GUACHUCAL ESE,5231700660,1,HOSPITAL GUACHUCAL ESE,URBANA,BARRIO 20 DE JULIO VIA CUMBAL,20 DE JULIO,No definido,No definido,20061114,837000286,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,SI,SI,1,NO,NO,NO
Nariño,GUACHUCAL,5231700660,HOSPITAL GUACHUCAL ESE,5231700660,7,PUESTO DE SALUD EL CONSUELO DE CHILLANQUER,RURAL,GUACHUCAL -,VEREDA EL CONSUELO,52317002.0,CHILLANQUER - EL CONSUELO,20210227,837000286,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,1,NO,NO,NO
Nariño,GUACHUCAL,5231700660,HOSPITAL GUACHUCAL ESE,5231700660,9,PUESTO DE SALUD ARVELA,RURAL,GUACHUCAL -,VEREDA ARVELA,No definido,No definido,20210227,837000286,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,1,NO,NO,NO
Nariño,GUACHUCAL,5231700660,HOSPITAL GUACHUCAL ESE,5231700660,10,Puesto de Salud San José de Chillanguer,RURAL,Barrio 20 de julio,20 de julio,52317004.0,SAN JOSÉ DE CHILLANQUER,20221130,837000286,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,1,NO,NO,NO
Nariño,GUACHUCAL,5231701009,IPS INDIGENA DEL RESGUARDO DE MUELLAMUES,5231701009,1,IPS INDIGENA DEL RESGUARDO DE MUELLAMUES,URBANA,BARRIO FATIMA,FATIMA,No definido,No definido,20061011,900001297,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,INDIGENA,SI,SI,1,NO,NO,NO
Nariño,GUACHUCAL,5231703240,CRISTIAN ALEJANDRO ROSAS MONTENEGRO,5231703240,1,CRISTIAN ALEJANDRO ROSAS MONTENEGRO,URBANA,BARRIO CALDAS,BARRIO CALDAS,No definido,No definido,20210611,1088651433,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,NO,NO
Nariño,GUACHUCAL,5231703325,IVAN DARIO VILLA INAMPUES,5231703325,2,IVAN DARIO VILLA INAMPUES,URBANA,Cra 5 #2A-64,Barrio 20 de Julio,52317000.0,GUACHUCAL,20220309,1144056626,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,2,NO,NO,NO
Nariño,GUAITARILLA,5200102373,SOMEB DE NARIÑO SALUD OCUPACIONAL Y REHABILITACION INTEGRAL S.A.S,5232002373,19,SOMEB DE NARIÑO SALUD OCUPACIONAL Y REHABILITACION INTEGRAL S.A.S GUAITARILLA,URBANA,Cra 5 casa 172,Barrio San Francisco,52320000.0,GUAITARILLA,20230131,900893325,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,NO,NO
Nariño,GUAITARILLA,5232000371,CENTRO HOSPITAL GUAITARILLA E.S.E.,5232000371,1,CENTRO HOSPITAL DE GUAITARILLA E.S.E.,URBANA,PLAZA SANTAFE,No definido,No definido,No definido,20061115,814002021,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,SI,SI,1,NO,NO,NO
Nariño,GUAITARILLA,5232001844,CENTRO DE REHABILITACION MANOS INTEGRALES,5232001844,1,CENTRO DE REHABILITACION MANOS INTEGRALES,URBANA,GUAITARILLA,CALLE ONTANEDA,No definido,No definido,20110425,900429365,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,NO,NO
Nariño,GUAITARILLA,5232002679,Nancy Elisa Bastidas Chalapud,5232002679,1,Nancy Elisa Bastidas Chalapud,URBANA,Barrio Pueblo Nuevo,Pueblo Nuevo,52320000.0,GUAITARILLA,20171108,59828025,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,NO,NO
Nariño,GUAITARILLA,5232003030,EMILCE LILIANA MORA PANTOJA,5232003030,1,EMILCE LILIANA MORA PANTOJA,URBANA,CLLE 5 / 2-13,CALLE REAL,52320000.0,GUAITARILLA,20200122,24346416,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,NO,NO
Nariño,GUAITARILLA,5232003184,Lucy Liliana Portilla Melo,5232003184,1,Lucy Liliana Portilla Melo,URBANA,carrera 5 piso 1,Avenida el sol,52320000.0,GUAITARILLA,20210227,36951899,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,NO,NO
Nariño,GUAITARILLA,5283801869,FONOCENTER SAS,5232001869,14,FONOCENTER GUAITARILLA,URBANA,CALLE LAUREANO GOMEZ N. 5-66,LAUREANO GOMEZ,52320000.0,GUAITARILLA,20211124,900448248,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,NO,NO
Nariño,GUALMATÁN,5232301390,CENTRO DE SALUD SEÑOR DE LOS MILAGROS DE GUALMATÁN - EMPRESA SOCIAL DEL ESTADO - E.S.E.,5232301390,1,CENTRO DE SALUD SEÑOR DE LOS MILAGROS DE GUALMATÁN - EMPRESA SOCIAL DEL ESTADO - E.S.E.,URBANA,CARREA 4 CON CALLE 7 ESQUINA,JOSE MARIA HERNANDEZ,52323000.0,GUALMATÁN,20070328,814001594,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,SI,SI,1,NO,NO,NO
Nariño,GUALMATÁN,5232301390,CENTRO DE SALUD SEÑOR DE LOS MILAGROS DE GUALMATÁN - EMPRESA SOCIAL DEL ESTADO - E.S.E.,5232301390,2,PUESTO DE SALUD CUATIS,RURAL,CLLE PRINCIPAL,CUATIS CENTRO,No definido,No definido,20070328,814001594,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,1,NO,NO,NO
Nariño,ILES,5235200407,CENTRO DE SALUD ILES E.S.E.,5235200407,1,CENTRO DE SALUD ILES E.S.E.,URBANA,AVENIDA IPIALES,AVENIDA IPIALES,No definido,No definido,20061116,814006632,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,SI,SI,1,NO,NO,NO
Nariño,IMUÉS,5200102400,fundacion centro de rehabilitacion funcional praxis,5235402400,10,fundacion centro de rehabilitacion funcional praxis,URBANA,Carrera 22 casa 2,Las Delicias,52354000.0,IMUÉS,20181128,900936382,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,NO,NO
Nariño,IMUÉS,5235401414,EMPRESA SOCIAL DEL ESTADO SANTIAGO APOSTOL E.S.E.,5235401414,1,EMPRESA SOCIAL DEL ESTADO SANTIAGO APOSTOL E.S.E.,URBANA,Barrio Santa Rosa,Imues,52354000.0,IMUÉS,20070503,900142999,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,SI,SI,1,NO,NO,NO
Nariño,IMUÉS,5235401414,EMPRESA SOCIAL DEL ESTADO SANTIAGO APOSTOL E.S.E.,5235401414,2,PUESTO DE SALUD EL PEDREGAL,RURAL,Corregimiento el Pedregal,No definido,No definido,No definido,20070503,900142999,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,1,NO,NO,NO
Nariño,IMUÉS,5235401414,EMPRESA SOCIAL DEL ESTADO SANTIAGO APOSTOL E.S.E.,5235401414,3,PUESTO DE SALUD SANTA ANA,RURAL,corregimiento Santa Ana,No definido,No definido,No definido,20070503,900142999,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,1,NO,NO,NO
Nariño,IMUÉS,5235401414,EMPRESA SOCIAL DEL ESTADO SANTIAGO APOSTOL E.S.E.,5235401414,4,PUESTO DE SALUD PILCUAN,URBANA,PILCUAN,PILCUAN,No definido,No definido,20080714,900142999,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,1,NO,NO,NO
Nariño,IMUÉS,5235402463,REHABILITACIÓN DEL MOVIMIENTO IPS SAS,5235402463,1,REHABILITACIÓN DEL MOVIMIENTO IPS SAS PEDREGAL,URBANA,CALLE PRINCIPAL SECTOR JESUS DEL GRAN PODER,JESUS DEL GRAN PODER,No definido,No definido,20160916,900984277,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,NO,NO
Nariño,IMUÉS,5235403311,Angela Gabriela Tobar Ascuntar,5235403311,1,Angela Gabriela Tobar Ascuntar,RURAL,cerca a parque recreacional montes andinos,fatima,52354004.0,PILCUÁN VIEJO (2),20211007,1085335727,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,NO,NO
Nariño,IPIALES,5200100669,"PROFESIONALES DE LA SALUD S.A. ""PROINSALUD S.A.""",5235600669,8,"PROFESIONALES DE LA SALUD S.A. ""PROINSALUD S.A.""",URBANA,Carrera 3 No. 15-06,Obrero,No definido,No definido,20061026,800176807,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,SI,SI
Nariño,IPIALES,5200101213,COOPERATIVA DE SERVICIOS INTEGRALES DE SALUD RED MEDICRON IPS,5235601213,9,RED MEDICRON IPS - IPIALES,URBANA,CARRERA 4a No 14-52,San Felipe,No definido,No definido,20081031,900077584,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,SI,SI
Nariño,IPIALES,5200101527,ASISTENCIA MEDICA DOMICILIARIA DE NARIÑO SAS- AMD SAS,5235601527,3,ASISTENCIA MÉDICA DOMICILIARIA SAS -02,URBANA,CALLE 27 No. 6B - 49 RINCÓN DE MISTARES CASA No 294,RINCON DE MISTARES,52356000.0,IPIALES,20160718,900204991,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,SI,SI
Nariño,IPIALES,5200101597,MEDFAM S.A.S.,5235601597,2,MEDFAM IPIALES,URBANA,CARRERA 6 No. 24A - 17,SANTA CECILIA,52356000.0,IPIALES,20171030,900243869,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,SI,SI
Nariño,IPIALES,5200101805,Laboratorio de Especialidades CLINIZAD S.A.S,5235601805,4,Laboratorio de Especialidades CLINIZAD S.A.S - Ipiales,URBANA,Carrera 4A No. 14-05,No definido,52356000.0,IPIALES,20110211,900360269,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,SI,SI
Nariño,IPIALES,5200101805,Laboratorio de Especialidades CLINIZAD S.A.S,5235601805,11,Toma de Muestras Laboratorio Clinizad S.A.S - Futuro,URBANA,Calle 15-4A-25,San Felipe,52356000.0,IPIALES,20171108,900360269,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,SI,SI
Nariño,IPIALES,5200102093,KUMARA SEGURIDAD Y SALUD EN EL TRABAJO - SAS,5235602093,2,KUMARA SEGURIDAD Y SALUD EN EL TRABAJO SAS - IPIALES,URBANA,Carrera 6 N 9-46 oficina 302 edificio Caoba,Centro,No definido,No definido,20221207,900594034,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,SI,SI
Nariño,IPIALES,5200102373,SOMEB DE NARIÑO SALUD OCUPACIONAL Y REHABILITACION INTEGRAL S.A.S,5235602373,14,SOMEB DE NARIÑO SALUD OCUPACIONAL Y REHABILITACION INTEGRAL S.A.S IPIALES,URBANA,Calle 10 No. 5-54 Oficina 606,Centro comercial torre empresarial,52356000.0,IPIALES,20230131,900893325,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,SI,SI
Nariño,IPIALES,5200102400,fundacion centro de rehabilitacion funcional praxis,5235602400,19,FUNDACION CENTRO DE REHABILITACION FUNCIONAL PRAXIS,URBANA,Calle 10 # 5 - 54,Edificio Plaza Centro Torre empresarial Local 210,52356000.0,IPIALES,20221205,900936382,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,SI,SI
Nariño,IPIALES,5200102458,IPS DOMICILIARIA SAN RAFAEL S.A.S,5235602458,1,IPIALES,URBANA,CARRERA 6 # 11-71 EDIF. CHANNEL PISO 3 DE IPIALES,CENTRO,52356000.0,IPIALES,20160916,900998315,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,2,NO,SI,SI
Nariño,IPIALES,5200102835,MEDICUC IPS PASTO,5235602835,2,MEDICUC IPS IPIALES,URBANA,Calle 27 No 6B-40 local 4 edificio IPK plaza 1,No definido,52356000.0,IPIALES,20221202,900204617,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,SI,SI
Nariño,IPIALES,5200102933,TELESALUD IPS S.A.S,5235602933,3,TELESALUD IPS SEDE IPIALES,URBANA,calle 12 N° 1A-18,Victoria Norte,52356001.0,LA VICTORIA,20230306,901290010,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,2,NO,SI,SI
Nariño,IPIALES,5200103496,FUNDACION CONEXION SALUD MAESVI,5235603496,18,CONEXION SALUD SEDE IPIALES,URBANA,CRA 66B # 26A BIS 12,MISTARES,52356000.0,IPIALES,20230327,901645134,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,SI,SI
Nariño,IPIALES,5222701283,IPS CUMBE SALUD S.A.S,5235601283,2,CUMBE SALUD TERAPEUTICO,URBANA,Calle 26 N° 6B54,KENEDY,No definido,No definido,20110302,900106708,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,SI,SI
Nariño,IPIALES,5235600207,MARIANA DEL CARMEN NARVAEZ ROSERO,5235600207,1,MARIANA DEL CARMEN NARVAEZ ROSERO,URBANA,CALLE 27 N-7-09 BARRIO EL CENTRO,No definido,No definido,No definido,20130613,36996461,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,SI,SI
Nariño,IPIALES,5235600212,CENTRO MEDICO AMERICASALUD S.A.S.,5235600212,1,CENTRO MEDICO AMERICASALUD,URBANA,KR 6a # 24 A 35,RINCON DE SANTA CECILIA,No definido,No definido,20061110,837000738,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,SI,SI
Nariño,IPIALES,5235600212,CENTRO MEDICO AMERICASALUD S.A.S.,5235600212,3,CENTRO DE RECONOCIMIENTO CONDUCTORES IPS LAS AMERICAS,URBANA,CALLE 10 N 6-50,CENTRO DE IPIALES,52356000.0,IPIALES,20070215,837000738,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,SI,SI
Nariño,IPIALES,5235600297,JUAN CARLOS BASTIDAS CAMPAÑA,5235600297,1,JUAN CARLOS BASTIDAS CAMPAÑA,URBANA,Carrera 6ta No. 14-33 2do piso,centro,No definido,No definido,20170705,13011527,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,SI,SI
Nariño,IPIALES,5235600879,FUNDACIÓN REHABILITAR NARIÑO IPS,5235600879,1,FUNDACIÓN REHABILITAR NARIÑO,URBANA,KR 3N #16-14,OBRERO,52356000.0,IPIALES,20061030,837000997,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,SI,SI
Nariño,IPIALES,5235601503,IPS MUNICIPAL DE IPIALES E.S.E.,5235601503,1,CENTRO LOCAL SAN VICENTE,URBANA,CL 18 CON KR 1 ESQUINA,SAN VICENTE,No definido,No definido,20080111,900190473,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,SI,SI,1,NO,SI,SI
Nariño,IPIALES,5235601503,IPS MUNICIPAL DE IPIALES E.S.E.,5235601503,2,CENTRO DE SALUD CON CAMAS LA VICTORIA,RURAL,CORREGIMIENTO DE LA VICTORIA,SAN VICENTE,No definido,No definido,20080111,900190473,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,1,NO,SI,SI
Nariño,IPIALES,5235601503,IPS MUNICIPAL DE IPIALES E.S.E.,5235601503,3,CENTRO DE SALUD PUENES,URBANA,Cra 6B No.25-87,kenedy,No definido,No definido,20080111,900190473,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,1,NO,SI,SI
Nariño,IPIALES,5235601503,IPS MUNICIPAL DE IPIALES E.S.E.,5235601503,4,CENTRO DE SALUD YERBABUENA,URBANA,DIAG AL CEMENTERIO CENTRAL,YERBABUENA,No definido,No definido,20080111,900190473,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,1,NO,SI,SI
Nariño,IPIALES,5235601503,IPS MUNICIPAL DE IPIALES E.S.E.,5235601503,5,CENTRO DE SALUD EL CHARCO,URBANA,SALIDA AL CORREGIMIENTO DE LA VICTORIA,YERBABUENA,No definido,No definido,20080111,900190473,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,1,NO,SI,SI
Nariño,IPIALES,5235601503,IPS MUNICIPAL DE IPIALES E.S.E.,5235601503,6,PUESTO DE SALUD LAS LAJAS,RURAL,SALIDA A POTOSI,LA INMACULADA,No definido,No definido,20080111,900190473,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,1,NO,SI,SI
Nariño,IPIALES,5235601503,IPS MUNICIPAL DE IPIALES E.S.E.,5235601503,7,CENTRO DE SALUD LAS CRUCES,RURAL,CORREGIMIENTO DE LAS CRUCES,No definido,No definido,No definido,20080111,900190473,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,1,NO,SI,SI
Nariño,IPIALES,5235601503,IPS MUNICIPAL DE IPIALES E.S.E.,5235601503,8,CENTRO DE SALUD YARAMAL,RURAL,CORREGIMIENTO DE YARAMAL,No definido,No definido,No definido,20080111,900190473,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,1,NO,SI,SI
Nariño,IPIALES,5235601503,IPS MUNICIPAL DE IPIALES E.S.E.,5235601503,9,PUESTO DE SALUD SAN JUAN,RURAL,Sector Virgen del Carmen-San Juan,No definido,No definido,No definido,20080111,900190473,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,1,NO,SI,SI
Nariño,IPIALES,5235601503,IPS MUNICIPAL DE IPIALES E.S.E.,5235601503,10,PUESTO DE SALUD LOMA DE ZURAS,RURAL,VEREDA DE ZURAS,No definido,No definido,No definido,20080111,900190473,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,1,NO,SI,SI
Nariño,IPIALES,5235601503,IPS MUNICIPAL DE IPIALES E.S.E.,5235601503,11,PUESTO DE SALUD CHAGUAIPE,RURAL,VEREDA CHAGUAIPE,No definido,No definido,No definido,20080111,900190473,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,1,NO,SI,SI
Nariño,IPIALES,5235601503,IPS MUNICIPAL DE IPIALES E.S.E.,5235601503,12,PUESTO DE SALUD TEQUES,RURAL,VEREDA CUTUAQUER,No definido,No definido,No definido,20080111,900190473,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,1,NO,SI,SI
Nariño,IPIALES,5235601503,IPS MUNICIPAL DE IPIALES E.S.E.,5235601503,13,PUESTO DE SALUD CUTUAQUER,RURAL,VEREDA CUTUAQUER,No definido,No definido,No definido,20080111,900190473,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,1,NO,SI,SI
Nariño,IPIALES,5235601503,IPS MUNICIPAL DE IPIALES E.S.E.,5235601503,15,PUESTO DE SALUD JARDINES DE SUCUMBIOS,RURAL,CORREGIMIENTO DE SUCUMBIOS,No definido,No definido,No definido,20091102,900190473,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,1,NO,SI,SI
Nariño,IPIALES,5235601503,IPS MUNICIPAL DE IPIALES E.S.E.,5235601503,16,Hospital IPS Municipal de Ipiales ESE,URBANA,CALLE 26 No 8-104,MIRAMAR,No definido,No definido,20170711,900190473,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,1,NO,SI,SI
Nariño,IPIALES,5235601503,IPS MUNICIPAL DE IPIALES E.S.E.,5235601503,17,CENTRO DE ATENCIÓN Y AYUDAS INTEGRALES LA ESMERALDA,URBANA,CARRERA 8 NORTE NUMERO 1-608,SECTOR LAS ANIMAS,No definido,No definido,20190909,900190473,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,1,NO,SI,SI
Nariño,IPIALES,5235601734,ips indígena mallamás,5235601734,1,ips indígena mallamas,URBANA,"Carrera 1a Norte No. 4-56, AVENIDA PANAMERICANA",AVENIDA PANAMERICANA,No definido,No definido,20100202,837000084,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,INDIGENA,SI,SI,1,NO,SI,SI
Nariño,IPIALES,5235602167,CENTRO DE REHABILITACION Y TERAPIAS INTEGRALES SAS,5235602167,1,Centro de Rehabilitacion y Terapias Integrales SAS,URBANA,Calle 8 N 5-41,Parque Veinte de Julio,52356000.0,IPIALES,20140707,900721733,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,SI,SI
Nariño,IPIALES,5235602315,Corporación Aldeas Infantiles SOS Colombia,5235602315,1,Aldea Infantil Ipiales,URBANA,Kilometro 2 Vía Aeropuerto Tras Patinodro Municipal,Los Arrayanes,52356000.0,IPIALES,20150625,860024041,JURIDICO,1,Privada,4,Objeto Social Diferente a la Prestación de Servicios de Salud,No definido,No definido,SI,SI,1,NO,SI,SI
Nariño,IPIALES,5235602403,IPS GENESIS CENTRO DE DIAGNOSTICO S.A.S.,5235602403,1,GENESIS CENTRO DE DIAGNOSTICO S.A.S.,URBANA,CALLE 24C # 5-15 ENTRADA BARRIO CHAMBU,CHAMBU,52356000.0,IPIALES,20160711,900621728,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,SI,SI
Nariño,IPIALES,5235602419,Sirley Carolina Chamorro Guerrero,5235602419,1,Sirley Carolina Chamorro Guerrero,URBANA,Calle 14 # 7 - 15 Segundo Piso,No definido,No definido,No definido,20160506,1085908815,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,SI,SI
Nariño,IPIALES,5235602579,Recuperar Salud Centro de Rehabilitación Integral S.A.S,5235602579,1,Recuperar Salud Centro de Rehabilitación Integral S.A.S,URBANA,Carrera 6 # 24-28,Panam,52356000.0,IPIALES,20170615,901080824,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,SI,SI
Nariño,IPIALES,5235602579,Recuperar Salud Centro de Rehabilitación Integral S.A.S,5235602579,2,Recuperar Salud Centro de Rehabilitación Integral Sede Panam,URBANA,Carrera 6 # 24-25,Panam,52356000.0,IPIALES,20191030,901080824,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,SI,SI
Nariño,IPIALES,5235602625,PEDRO GUILLERMO ROSERO PEPINOSA,5235602625,6,pedro guillermo rosero pepinosa,URBANA,carrera 6 No. 24b-48,fundadores,52356000.0,IPIALES,20170712,13010023,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,6,NO,SI,SI
Nariño,IPIALES,5235602794,CLELIA EDITH POTOSI ROSERO,5235602794,1,CLELIA EDITH POTOSI ROSERO,URBANA,CALLE 10 N 2-10,LIBERTAD,No definido,No definido,20180806,37007122,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,SI,SI
Nariño,IPIALES,5235602797,FELIX GERMAN MEJIA PALACIOS,5235602797,1,FELIX GERMAN MEJIA PALACIOS,URBANA,CALLE No 15 2N - 46,OBRERO,No definido,No definido,20180815,98357329,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,SI,SI
Nariño,IPIALES,5235602883,IPS CERF S.A.S,5235602883,1,IPS CERF S.A.S.,URBANA,Carrera 4 No. 21-80,San Vicente,52356000.0,IPIALES,20190306,901252668,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,SI,SI
Nariño,IPIALES,5235602992,ANDRES FELIPE MORENO CABRERA,5235602992,1,ANDRES FELIPE MORENO CABRERA,URBANA,CARRERA 5 # 11 -44,No definido,No definido,No definido,20191010,1085271283,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,SI,SI
Nariño,IPIALES,5235603218,Angel Felipe Puerres Bravo,5235603218,1,Angel Felipe Puerres Bravo,URBANA,calle 24f · 6-99,los fundadores,52356000.0,IPIALES,20210422,1085916247,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,SI,SI
Nariño,IPIALES,5235603326,MARIA CRISTINA CALVACHE RAMIREZ,5235603326,1,MARIA CRISTINA CALVACHE RAMIREZ,URBANA,"Manzana D, Casa 2, Barrio Lirios Norte",Lirios Norte,52356000.0,IPIALES,20211116,1085916105,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,SI,SI
Nariño,IPIALES,5235603327,PAOLA ANDREA RIVERA MORILLO,5235603327,1,PAOLA ANDREA RIVERA MORILLO,URBANA,"Manzana D, Casa 2, Barrio Lirios Norte",Lirios Norte,52356000.0,IPIALES,20211116,1088596793,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,SI,SI
